D_r,D_c,T_r,T_c,S_r,S_c,SMILES
KU-60019,Olaparib,472,80351;85456;142,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6?FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
AZD6738,Olaparib,2475,80351;85456;142,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4?FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
AZD4320,KU-60019,598,472,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO?C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
AZD4320,AZD6738,598,2475,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO?C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4
AZD4320,Vorinostat,598,3066;79885;8841;23774;55758;9612;10014;2908;55869;9734;83933;9611;3065,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO?ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
AZD4320,Onalespib,598,3326;3320,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO?CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O
AZD4320,Olaparib,598,80351;85456;142,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO?FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
AZD7762,AZD5363,1111,208;207;10000;9475,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4
AZD7762,KU-60019,1111,472,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
AZD7762,AZD6738,1111,2475,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4
AZD7762,AZD4320,1111,598,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO
AZD7762,AZD-4877,1111,3832,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1
AZD7762,Sapitinib,1111,2064;2065;1956,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1
AZD7762,AZD4547,1111,3791;6790;2260,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
AZD7762,Vorinostat,1111,3066;79885;8841;23774;55758;9612;10014;2908;55869;9734;83933;9611;3065,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
AZD7762,Onalespib,1111,3326;3320,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O
AZD7762,AZD5582,1111,330;331,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)OCC#CC#CCO[C@@H]5CC6=CC=CC=C6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@H](C8CCCCC8)NC(=O)[C@H](C)NC)NC,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)OCC#CC#CCO[C@@H]5CC6=CC=CC=C6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@H](C8CCCCC8)NC(=O)[C@H](C)NC)NC
AZD7762,Selumetinib,1111,5608,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO
AZD7762,AZD2014,1111,2475;5290,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C
AZD7762,Olaparib,1111,80351;85456;142,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
AZD7762,957054-30-7,1111,207;2322;5293;5294;5287;204851;5291;2475;57396;5289;3716;5295;5290;8503;5599,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
AZD7762,AZD8186,1111,5291;5290;5293;5294,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C[C@H](C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C[C@H](C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F
AZD7762,AZD1208,1111,5292;415116,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N
AZD7762,Saracatinib,1111,25;4145;3932;9088;6714;7525;3815,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N?CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1
AZD-4877,KU-60019,3832,472,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
AZD-4877,AZD6738,3832,2475,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4
AZD-4877,Vorinostat,3832,3066;79885;8841;23774;55758;9612;10014;2908;55869;9734;83933;9611;3065,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
AZD-4877,Onalespib,3832,3326;3320,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O
AZD-4877,AZD5582,3832,330;331,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)OCC#CC#CCO[C@@H]5CC6=CC=CC=C6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@H](C8CCCCC8)NC(=O)[C@H](C)NC)NC,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)OCC#CC#CCO[C@@H]5CC6=CC=CC=C6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@H](C8CCCCC8)NC(=O)[C@H](C)NC)NC
AZD-4877,Olaparib,3832,80351;85456;142,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
AZD-4877,AZD1208,3832,5292;415116,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1?C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N
Sapitinib,KU-60019,2064;2065;1956,472,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
Sapitinib,AZD6738,2064;2065;1956,2475,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4
Sapitinib,AZD4320,2064;2065;1956,598,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?CN(CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCC(CC4)[C@H](C5=CC=CC=C5C6=CC=C(C=C6)Cl)O)S(=O)(=O)C(F)(F)F)CCO
Sapitinib,AZD-4877,2064;2065;1956,3832,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1
Sapitinib,AZD4547,2064;2065;1956,3791;6790;2260,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
Sapitinib,Vorinostat,2064;2065;1956,3066;79885;8841;23774;55758;9612;10014;2908;55869;9734;83933;9611;3065,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
Sapitinib,Onalespib,2064;2065;1956,3326;3320,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?CC(C)C1=CC(C(=O)N2CC3=CC=C(CN4CCN(C)CC4)C=C3C2)=C(O)C=C1O
Sapitinib,AZD5582,2064;2065;1956,330;331,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)OCC#CC#CCO[C@@H]5CC6=CC=CC=C6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@H](C8CCCCC8)NC(=O)[C@H](C)NC)NC,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)OCC#CC#CCO[C@@H]5CC6=CC=CC=C6[C@@H]5NC(=O)[C@@H]7CCCN7C(=O)[C@H](C8CCCCC8)NC(=O)[C@H](C)NC)NC
Sapitinib,Selumetinib,2064;2065;1956,5608,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO
Sapitinib,Olaparib,2064;2065;1956,80351;85456;142,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1
Sapitinib,AZD1208,2064;2065;1956,5292;415116,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N
Sapitinib,Saracatinib,2064;2065;1956,25;4145;3932;9088;6714;7525;3815,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1,CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1,CNC(=O)CN1CCC(CC1)OC1=C(OC)C=C2N=CN=C(NC3=CC=CC(Cl)=C3F)C2=C1?CN1CCN(CCOC2=CC3=C(C(NC4=C(Cl)C=CC5=C4OCO5)=NC=N3)C(OC3CCOCC3)=C2)CC1
AZD4547,KU-60019,3791;6790;2260,472,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC?C[C@@H]1CN(C[C@@H](O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C3)C=CC=C4C5=CC(=O)C=C(O5)N6CCOCC6
