D_r,D_c,T_r,T_c,S_r,S_c,SMILES
Toxoflavin,SB-505124,7157;9610;3320;6925;22933;2203;1499;6097;472;840;25;7068,7048;91;1432;7046;8767,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C?CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4
Toxoflavin,SF1670,7157;9610;3320;6925;22933;2203;1499;6097;472;840;25;7068,1522;5792,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C?CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O
Toxoflavin,Stattic,7157;9610;3320;6925;22933;2203;1499;6097;472;840;25;7068,6097;2475,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],CN1C2=NC(=O)N(C(=O)C2=NC=N1)C?C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
Ruxolitinib,301836-43-1,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,1453;7048;1457,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1?C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
Ruxolitinib,GSK2334470,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,5170,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1?C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
Ruxolitinib,GSK429286A,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,6195;9475,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1?CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F
Ruxolitinib,PRT062607,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,7535;57144;8476;3932;6714;4067;2268;51776;6850;7525;2322,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1?C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N
Ruxolitinib,SF1670,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,1522;5792,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1?CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O
Ruxolitinib,Stattic,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,6097;2475,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1?C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
SB-505124,301836-43-1,7048;91;1432;7046;8767,1453;7048;1457,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB-505124,GSK2334470,7048;91;1432;7046;8767,5170,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
SB-505124,GSK429286A,7048;91;1432;7046;8767,6195;9475,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F
SB-505124,PRT062607,7048;91;1432;7046;8767,7535;57144;8476;3932;6714;4067;2268;51776;6850;7525;2322,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N
SB-505124,Ruxolitinib,7048;91;1432;7046;8767,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
SB-505124,SF1670,7048;91;1432;7046;8767,1522;5792,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O
SB-505124,Stattic,7048;91;1432;7046;8767,6097;2475,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4?C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
SF1670,GSK2334470,1522;5792,5170,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O?C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
SF1670,GSK429286A,1522;5792,6195;9475,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O?CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F
SF1670,PRT062607,1522;5792,7535;57144;8476;3932;6714;4067;2268;51776;6850;7525;2322,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O?C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N
SF1670,Stattic,1522;5792,6097;2475,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O?C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
Stattic,GSK2334470,6097;2475,5170,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]?C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
Stattic,GSK429286A,6097;2475,6195;9475,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]?CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F
Stattic,PRT062607,6097;2475,7535;57144;8476;3932;6714;4067;2268;51776;6850;7525;2322,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]?C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N
5Z-7-Oxozeaenol,Doramapimod,5594;9373;10454;5970;51776;5608,50488;1432;640;2322;6793;5603;285220;23097;197259;3791;4921;2444;4916;7075;5159;5600;8317;23552;3815;6300;4914;5979;4067;780;9578;3315;2185;2050;25;7010;23043;51776;10454;1956;673;5599,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?CC1=CC=C(C=C1)N1N=C(C=C1NC(=O)NC1=CC=C(OCCN2CCOCC2)C2=C1C=CC=C2)C(C)(C)C
5Z-7-Oxozeaenol,CHIR-99021,5594;9373;10454;5970;51776;5608,11076;51199,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N
5Z-7-Oxozeaenol,BI-D1870,5594;9373;10454;5970;51776;5608,1457,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,CC1C(=O)N(C2=CN=C(N=C2N1CCC(C)C)NC3=CC(=C(C(=C3)F)O)F)C,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?CC1C(=O)N(C2=CN=C(N=C2N1CCC(C)C)NC3=CC(=C(C(=C3)F)O)F)C
5Z-7-Oxozeaenol,301836-43-1,5594;9373;10454;5970;51776;5608,1453;7048;1457,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
5Z-7-Oxozeaenol,GSK2334470,5594;9373;10454;5970;51776;5608,5170,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
5Z-7-Oxozeaenol,GSK429286A,5594;9373;10454;5970;51776;5608,6195;9475,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F
5Z-7-Oxozeaenol,JNK-IN-8,5594;9373;10454;5970;51776;5608,5599,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)/C=C/CN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)NC(=O)/C=C/CN(C)C)NC3=NC=CC(=N3)C4=CN=CC=C4
5Z-7-Oxozeaenol,PRT062607,5594;9373;10454;5970;51776;5608,7535;57144;8476;3932;6714;4067;2268;51776;6850;7525;2322,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N
5Z-7-Oxozeaenol,391210-10-9,5594;9373;10454;5970;51776;5608,5594;673;5608,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O
5Z-7-Oxozeaenol,PI-103,5594;9373;10454;5970;51776;5608,5287;5591;204851;5291;2475;5290;57396;5295;5286;79837;1613;5293;5294,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O
5Z-7-Oxozeaenol,Toxoflavin,5594;9373;10454;5970;51776;5608,7157;9610;3320;6925;22933;2203;1499;6097;472;840;25;7068,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?CN1C2=NC(=O)N(C(=O)C2=NC=N1)C
5Z-7-Oxozeaenol,Ruxolitinib,5594;9373;10454;5970;51776;5608,22983;79705;7272;8408;5347;5581;10733;9706;1613;55589;5608;5592;51347;2872;4638;3717;6195;204851;8576;816;4916;4058;818;9201;3716;9475;9344;11213;5979;84254;2868;659;815;57787;1263;81788;131890;3718;51776;817;1859;7297;5261,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
5Z-7-Oxozeaenol,Stattic,5594;9373;10454;5970;51776;5608,6097;2475,C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-],C[C@H]1C/C=C\C(=O)[C@H]([C@H](C/C=C/C2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O?C1=CC(=CC2=C1C=CS2(=O)=O)[N+](=O)[O-]
